"z","year","buffer","biomass","perc_change","agc_flux"
"29.811506511_-4.745608389","2008",20,6.54347372055054,-44.5898114755037,-5.26567888259886
"29.811506511_-4.745608389","2009",20,4.23952198028564,-35.2099181361281,-2.3039517402649
"29.811506511_-4.745608389","2010",20,4.10840177536011,-3.09280634786792,-0.13112020492553
"29.811506511_-4.754591541","2007",20,19.3669738769531,NA,NA
"29.811506511_-4.754591541","2008",20,21.4321117401123,10.6631933118717,2.0651378631592
"29.811506511_-4.754591541","2009",20,18.159049987793,-15.2717650598725,-3.2730617523193
"29.811506511_-4.754591541","2010",20,19.395486831665,6.80892912736715,1.236436843872
"29.811506511_-4.763574693","2007",20,21.0662841796875,NA,NA
"29.811506511_-4.763574693","2008",20,19.0385608673096,-9.62544364768928,-2.0277233123779
"29.811506511_-4.763574693","2009",20,20.9812660217285,10.2040546444592,1.9427051544189
"29.811506511_-4.763574693","2010",20,19.9997634887695,-4.67799479756152,-0.981502532959002
"29.811506511_-4.772557845","2007",20,18.5924339294434,NA,NA
"29.811506511_-4.772557845","2008",20,19.9161853790283,7.11983947130546,1.3237514495849
"29.811506511_-4.772557845","2009",20,16.480037689209,-17.2530413049758,-3.4361476898193
"29.811506511_-4.772557845","2010",20,16.3600101470947,-0.728320798640467,-0.120027542114297
"29.820489663_-4.745608389","2007",20,12.9774742126465,NA,NA
"29.820489663_-4.745608389","2008",20,9.7507848739624,-24.8637699895385,-3.2266893386841
"29.820489663_-4.745608389","2009",20,6.89069938659668,-29.3318489161117,-2.86008548736572
"29.820489663_-4.745608389","2010",20,6.0201530456543,-12.6336427131868,-0.870546340942379
"29.820489663_-4.754591541","2007",20,28.5348529815674,NA,NA
"29.820489663_-4.754591541","2008",20,28.0432395935059,-1.72285236016134,-0.491613388061502
"29.820489663_-4.754591541","2009",20,27.5954055786133,-1.59694108592328,-0.447834014892599
"29.820489663_-4.754591541","2010",20,24.0071754455566,-13.0029983536013,-3.5882301330567
"29.820489663_-4.763574693","2007",20,15.0165481567383,NA,NA
"29.820489663_-4.763574693","2008",20,15.0392112731934,0.150920945469948,0.0226631164550994
"29.820489663_-4.763574693","2009",20,12.7732162475586,-15.0672464431284,-2.2659950256348
"29.820489663_-4.763574693","2010",20,14.0167989730835,9.73586214640804,1.2435827255249
"29.829472815_-4.736625237","2007",50,21.344554901123,NA,NA
"29.829472815_-4.736625237","2008",50,20.8720169067383,-2.21385733538927,-0.472537994384702
"29.829472815_-4.736625237","2009",50,12.4815816879272,-40.1994462552507,-8.3904352188111
"29.829472815_-4.736625237","2010",50,15.9761581420898,27.9978655072436,3.4945764541626
"29.829472815_-4.745608389","2007",20,16.935604095459,NA,NA
"29.829472815_-4.745608389","2008",20,15.2208051681519,-10.1254075003259,-1.7147989273071
"29.829472815_-4.745608389","2009",20,13.7128257751465,-9.9073562557696,-1.5079793930054
"29.829472815_-4.745608389","2010",20,11.9155712127686,-13.106376408831,-1.7972545623779
"29.829472815_-4.754591541","2007",20,23.3734722137451,NA,NA
"29.829472815_-4.754591541","2008",20,22.3493537902832,-4.38154166439872,-1.0241184234619
"29.829472815_-4.754591541","2009",20,21.0292739868164,-5.90656810865256,-1.3200798034668
"29.829472815_-4.754591541","2010",20,14.3520088195801,-31.7522381962515,-6.6772651672363
"29.838455967_-4.871372517","2007",20,9.14069747924805,NA,NA
"29.838455967_-4.871372517","2008",20,12.1516809463501,32.9404126319444,3.01098346710205
"29.838455967_-4.871372517","2009",20,10.126633644104,-16.6647504257783,-2.0250473022461
"29.838455967_-4.871372517","2010",20,9.58900928497314,-5.30901361721405,-0.537624359130861
"29.838455967_-4.889338821","2007",20,19.8932247161865,NA,NA
"29.838455967_-4.889338821","2008",20,17.7135581970215,-10.9568285195686,-2.179666519165
"29.838455967_-4.889338821","2009",20,9.97318553924561,-43.6974467336405,-7.74037265777589
"29.838455967_-4.889338821","2010",20,15.6789407730103,57.2109604429989,5.70575523376469
"29.838455967_-4.898321973","2007",20,8.47433280944824,NA,NA
"29.838455967_-4.898321973","2008",20,5.88671207427979,-30.5348018935892,-2.58762073516845
"29.838455967_-4.898321973","2009",20,3.40716457366943,-42.1210935633151,-2.47954750061036
"29.838455967_-4.898321973","2010",20,3.38171434402466,-0.746962146808213,-0.0254502296447701
"29.847439119_-4.871372517","2007",20,7.45632457733154,NA,NA
"29.847439119_-4.871372517","2008",20,5.93506813049316,-20.4022294236393,-1.52125644683838
"29.847439119_-4.871372517","2009",20,4.83781290054321,-18.4876602226768,-1.09725522994995
"29.847439119_-4.871372517","2010",20,7.12485837936401,47.2743681047277,2.2870454788208
"29.847439119_-4.880355669","2007",20,5.48898553848267,NA,NA
"29.847439119_-4.880355669","2008",20,6.48898553848267,18.2183026897978,1
"29.847439119_-4.880355669","2009",20,4.33384227752686,-33.212329541726,-2.15514326095581
"29.847439119_-4.880355669","2010",20,7.81224489212036,80.2614029733098,3.4784026145935
"29.847439119_-4.889338821","2007",20,9.26565456390381,NA,NA
"29.847439119_-4.889338821","2008",20,9.48196411132812,2.33453066842127,0.216309547424309
"29.847439119_-4.889338821","2009",20,2.74931383132935,-71.004806609163,-6.73265027999877
"29.847439119_-4.889338821","2010",20,5.50695133209229,100.302754430532,2.75763750076294
"29.847439119_-4.898321973","2007",20,6.86850309371948,NA,NA
"29.847439119_-4.898321973","2008",20,6.47799396514893,-5.68550560787588,-0.39050912857055
"29.847439119_-4.898321973","2009",20,2.11627149581909,-67.3313759289611,-4.36172246932984
"29.847439119_-4.898321973","2010",20,3.28325963020325,55.1435927143405,1.16698813438416
"29.847439119_-4.907305125","2007",20,10.5288534164429,NA,NA
"29.847439119_-4.907305125","2008",20,14.1605129241943,34.4924500713425,3.6316595077514
"29.847439119_-4.907305125","2009",20,6.29533195495605,-55.5430513805753,-7.86518096923825
"29.847439119_-4.907305125","2010",20,6.42077255249023,1.99259702954068,0.12544059753418
"29.856422271_-4.880355669","2007",20,8.00497817993164,NA,NA
"29.856422271_-4.880355669","2008",20,5.07612895965576,-36.5878476423391,-2.92884922027588
"29.856422271_-4.880355669","2009",20,5.16049242019653,1.66196448536427,0.0843634605407697
"29.856422271_-4.880355669","2010",20,5.84569931030273,13.2779361795886,0.6852068901062
"29.856422271_-4.889338821","2007",20,13.2449493408203,NA,NA
"29.856422271_-4.889338821","2008",20,12.8863983154297,-2.70707736333549,-0.3585510253906
"29.856422271_-4.889338821","2009",20,7.58287620544434,-41.1559691091895,-5.30352210998536
"29.856422271_-4.889338821","2010",20,6.23949384689331,-17.7160001318037,-1.34338235855103
"29.856422271_-4.898321973","2007",20,20.6136054992676,NA,NA
"29.856422271_-4.898321973","2008",20,16.9591064453125,-17.7285776332769,-3.6544990539551
"29.856422271_-4.898321973","2009",20,9.50009822845459,-43.9823185314081,-7.45900821685791
"29.856422271_-4.898321973","2010",20,9.34729671478271,-1.60842035521497,-0.15280151367188
"29.856422271_-4.907305125","2007",20,15.5893936157227,NA,NA
"29.856422271_-4.907305125","2008",20,13.7651615142822,-11.7017515011018,-1.8242321014405
"29.856422271_-4.907305125","2009",20,10.7589435577393,-21.8393220698774,-3.0062179565429
"29.856422271_-4.907305125","2010",20,9.976975440979,-7.26807527675709,-0.7819681167603
"29.856422271_-4.916288277","2007",20,18.1936721801758,NA,NA
"29.856422271_-4.916288277","2008",20,19.4479236602783,6.89388853267983,1.2542514801025
"29.856422271_-4.916288277","2009",20,16.0435657501221,-17.5049942072196,-3.4043579101562
"29.856422271_-4.916288277","2010",20,15.0883846282959,-5.95367100246358,-0.955181121826199
"29.856422271_-4.925271429","2007",20,12.6390171051025,NA,NA
"29.856422271_-4.925271429","2008",20,11.6473569869995,-7.84602243874373,-0.991660118103001
"29.856422271_-4.925271429","2009",20,8.37148094177246,-28.1254884596007,-3.27587604522704
"29.856422271_-4.925271429","2010",20,9.28915309906006,10.961885521456,0.917672157287601
"29.856422271_-4.934254581","2007",20,15.0054750442505,NA,NA
"29.856422271_-4.934254581","2008",20,9.8284912109375,-34.5006327226982,-5.176983833313
"29.856422271_-4.934254581","2009",20,3.88013935089111,-60.5215157889835,-5.94835186004639
"29.856422271_-4.934254581","2010",20,5.11423921585083,31.8055552483263,1.23409986495972
"29.856422271_-4.952220885","2007",20,10.1385879516602,NA,NA
"29.856422271_-4.952220885","2008",20,10.1304359436035,-0.0804057536963629,-0.00815200805670102
"29.856422271_-4.952220885","2009",20,6.0563383102417,-40.2164097975886,-4.0740976333618
"29.856422271_-4.952220885","2010",20,6.71521425247192,10.8791138882716,0.65887594223022
"29.856422271_-4.961204037","2007",20,9.61440086364746,NA,NA
"29.856422271_-4.961204037","2008",20,9.96720314025879,3.66951910592053,0.352802276611332
"29.856422271_-4.961204037","2009",20,5.91297292709351,-40.6757056730361,-4.05423021316528
"29.856422271_-4.961204037","2010",20,9.33159160614014,57.8155645425394,3.41861867904663
"29.856422271_-5.554092069","2007",80,12.2352066040039,NA,NA
"29.856422271_-5.554092069","2008",80,13.0631656646729,6.76702149351573,0.827959060669
"29.856422271_-5.554092069","2009",80,8.69416809082031,-33.4451670139023,-4.36899757385259
"29.856422271_-5.554092069","2010",80,10.3333702087402,18.8540421670779,1.63920211791989
"29.856422271_-5.563075221","2007",80,10.4685878753662,NA,NA
"29.856422271_-5.563075221","2008",80,10.9466772079468,4.5668942007508,0.4780893325806
"29.856422271_-5.563075221","2009",80,8.53726387023926,-22.0104538750664,-2.40941333770754
"29.856422271_-5.563075221","2010",80,8.01970100402832,-6.06239743877607,-0.517562866210939
"29.865405423_-4.880355669","2007",20,9.33139610290527,NA,NA
"29.865405423_-4.880355669","2008",20,10.2236413955688,9.56175563467652,0.89224529266353
"29.865405423_-4.880355669","2009",20,5.43769550323486,-46.8125368169535,-4.78594589233394
"29.865405423_-4.880355669","2010",20,5.43492650985718,-0.0509221852535154,-0.00276899337767933
"29.865405423_-4.889338821","2007",20,17.3519039154053,NA,NA
"29.865405423_-4.889338821","2008",20,13.0774984359741,-24.6336396298063,-4.2744054794312
"29.865405423_-4.889338821","2009",20,10.2346410751343,-21.7385410119381,-2.8428573608398
"29.865405423_-4.889338821","2010",20,13.9314546585083,36.1205982333434,3.696813583374
"29.865405423_-4.898321973","2007",20,9.37947463989258,NA,NA
"29.865405423_-4.898321973","2008",20,9,-4.04579845313091,-0.37947463989258
"29.865405423_-4.898321973","2009",20,3.05451607704163,-66.0609324773152,-5.94548392295837
"29.865405423_-4.898321973","2010",20,7.02419328689575,129.960920477421,3.96967720985412
"29.865405423_-4.907305125","2007",20,5.87076330184937,NA,NA
"29.865405423_-4.907305125","2008",20,5.87542724609375,0.079443574959173,0.00466394424438032
"29.865405423_-4.907305125","2009",20,3.80142855644226,-35.2995382766484,-2.07399868965149
"29.865405423_-4.907305125","2010",20,3.59981632232666,-5.30359129790638,-0.2016122341156
"29.865405423_-4.916288277","2007",20,11.381031036377,NA,NA
"29.865405423_-4.916288277","2008",20,10.9400825500488,-3.87441599024555,-0.4409484863282
"29.865405423_-4.916288277","2009",20,8.42970371246338,-22.9466169574216,-2.51037883758542
"29.865405423_-4.916288277","2010",20,8.96322631835938,6.32907898182925,0.533522605896
"29.865405423_-4.925271429","2007",20,10.4475660324097,NA,NA
"29.865405423_-4.925271429","2008",20,11.7133941650391,12.1160098792641,1.2658281326294
"29.865405423_-4.925271429","2009",20,7.51076650619507,-35.8788204309524,-4.20262765884403
"29.865405423_-4.925271429","2010",20,11.9912166595459,59.6537004532792,4.48045015335083
"29.865405423_-4.934254581","2007",20,14.1824502944946,NA,NA
"29.865405423_-4.934254581","2008",20,12.4016456604004,-12.556396088943,-1.7808046340942
"29.865405423_-4.934254581","2009",20,7.28999090194702,-41.217552076781,-5.11165475845338
"29.865405423_-4.934254581","2010",20,5.33971977233887,-26.7527237803173,-1.95027112960815
"29.865405423_-4.943237733","2007",20,11.3912658691406,NA,NA
"29.865405423_-4.943237733","2008",20,9.56566333770752,-16.0263358998468,-1.82560253143308
"29.865405423_-4.943237733","2009",20,6.4346604347229,-32.7316861617146,-3.13100290298462
"29.865405423_-4.943237733","2010",20,9.97006893157959,54.9432022516498,3.53540849685669
"29.865405423_-4.952220885","2007",20,8.94397735595703,NA,NA
"29.865405423_-4.952220885","2008",20,10.2245502471924,14.3177116876583,1.28057289123537
"29.865405423_-4.952220885","2009",20,3.84127640724182,-62.4308520729642,-6.38327383995058
"29.865405423_-4.952220885","2010",20,11.4064044952393,196.943080527483,7.56512808799748
"29.865405423_-5.572058373","2007",80,12.4240312576294,NA,NA
"29.865405423_-5.572058373","2008",80,14.5705890655518,17.2774662539925,2.1465578079224
"29.865405423_-5.572058373","2009",80,17.6033134460449,20.8140135367839,3.0327243804931
"29.865405423_-5.572058373","2010",80,15.3448143005371,-12.8299660880903,-2.2584991455078
"29.865405423_-5.581041525","2007",80,13.9275665283203,NA,NA
"29.865405423_-5.581041525","2008",80,20.7513523101807,48.9948173500728,6.8237857818604
"29.865405423_-5.581041525","2009",80,19.6930103302002,-5.10011089475491,-1.0583419799805
"29.865405423_-5.581041525","2010",80,22.2249984741211,12.8572935344373,2.5319881439209
