"x","y","agc2007","agc2008","agc2009","agc2010","buffer"
35.650555311,-2.050662789,33.3208656311035,34.7832870483398,26.3786201477051,33.1983757019043,100
35.659538463,-2.050662789,9.35280323028564,9.7100248336792,8.62582015991211,16.9699440002441,100
35.605639551,-2.059645941,NA,0.0776371657848358,NA,0.152702987194061,100
35.614622703,-2.059645941,0.73106437921524,0.703364133834839,0.235643327236176,0.684821724891663,100
35.632589007,-2.059645941,0.459721744060516,0.0935525223612785,0.187105044722557,0.389792770147324,100
35.641572159,-2.059645941,17.8817481994629,18.4279460906982,15.4585905075073,17.4735641479492,100
35.650555311,-2.059645941,30.5900993347168,27.3246688842773,27.8854427337646,29.8242053985596,100
35.596656399,-2.068629093,0.219479992985725,0.219479992985725,NA,NA,100
35.605639551,-2.068629093,5.62890386581421,3.59578394889832,NA,6.31473970413208,100
35.614622703,-2.068629093,5.32728958129883,11.710431098938,9.66987133026123,7.78015089035034,100
35.623605855,-2.068629093,22.647819519043,23.1120262145996,19.3674907684326,22.6965351104736,100
35.632589007,-2.068629093,20.3047161102295,23.7764015197754,16.3454341888428,22.9898452758789,100
35.641572159,-2.068629093,23.840145111084,24.5306835174561,29.5297660827637,32.7350006103516,100
35.650555311,-2.068629093,21.3928642272949,23.4965553283691,18.6130599975586,19.0476112365723,100
35.659538463,-2.068629093,9.42920970916748,14.9130096435547,9.06059741973877,10.4693756103516,100
35.668521615,-2.068629093,40.6680717468262,35.3638381958008,33.5193099975586,36.4875831604004,100
35.596656399,-2.077612245,3.09039258956909,2.93454957008362,2.13797092437744,3.59237790107727,100
35.605639551,-2.077612245,14.8042545318604,16.6111450195312,13.5561256408691,19.8373737335205,100
35.614622703,-2.077612245,13.0505809783936,13.6014223098755,13.5794296264648,11.2561874389648,100
35.623605855,-2.077612245,31.5800342559814,37.1498069763184,28.9530429840088,27.4337120056152,100
35.632589007,-2.077612245,36.7346992492676,43.7110252380371,37.1579971313477,39.2835807800293,100
