"x","y","agc2007","agc2008","agc2009","agc2010","buffer"
31.706951583,-1.179297045,4.68951940536499,NA,7.93144226074219,10.3104810714722,20
31.733901039,-1.278111717,8.82362079620361,11.971549987793,8.60789775848389,7.37023782730103,20
31.697968431,-1.287094869,4.4925422668457,4.67180156707764,4.68659734725952,4.85270118713379,20
31.706951583,-1.287094869,5.18353748321533,8.85984420776367,4.01446056365967,3.69076752662659,20
31.715934735,-1.287094869,43.3767318725586,43.2658386230469,34.6109466552734,33.0139083862305,20
31.724917887,-1.287094869,40.1991767883301,45.7520408630371,41.1141052246094,37.6166038513184,20
31.733901039,-1.287094869,6.86161470413208,6.65234518051147,8.39351081848145,13.0440311431885,20
31.742884191,-1.287094869,7.24976873397827,9.89902687072754,9.21781635284424,9.21435642242432,20
31.715934735,-1.296078021,13.9009056091309,18.036283493042,17.1014041900635,18.1353206634521,20
31.724917887,-1.296078021,5.7846212387085,10.4935216903687,8.86733913421631,17.3429412841797,20
31.733901039,-1.296078021,14.7302484512329,17.8224029541016,14.3373680114746,20.8156719207764,20
31.697968431,-1.305061173,5.28079223632812,3.52921938896179,5.67547941207886,4.02200412750244,20
31.715934735,-1.305061173,2.70033597946167,6.57259511947632,8.73121452331543,8.59932804107666,20
31.688985279,-1.314044325,3.84236741065979,NA,7.11841487884521,2.75641703605652,20
31.697968431,-1.314044325,5.12977743148804,6.74118947982788,0.672216176986694,4.11699628829956,20
31.706951583,-1.314044325,24.4799671173096,27.9760227203369,19.836763381958,23.2836284637451,20
31.715934735,-1.314044325,0.255748808383942,0.460696578025818,0.597037851810455,0.613971531391144,20
31.688985279,-1.323027477,3.05888485908508,4.13781404495239,3.27399897575378,3.66576766967773,20
31.697968431,-1.323027477,0.622118830680847,6.04281425476074,4.45086193084717,7.54243898391724,20
31.680002127,-1.332010629,21.7582912445068,7.75829172134399,32.103588104248,14.6547031402588,20
31.688985279,-1.332010629,3.22186613082886,24.2957382202148,4.25395441055298,12.2098960876465,20
31.697968431,-1.332010629,4.3125524520874,4.8476505279541,3.54107713699341,7.00597953796387,20
31.706951583,-1.332010629,42.5585708618164,35.5035972595215,28.4724292755127,30.6333675384521,20
31.715934735,-1.332010629,8.6869649887085,10.5338325500488,9.19017696380615,12.6476516723633,20
31.688985279,-1.340993781,2.04684066772461,7.76983642578125,9.96505451202393,13.7618637084961,20
31.697968431,-1.340993781,2.92775106430054,8.90234279632568,7.83406972885132,10.3042593002319,20
31.706951583,-1.340993781,12.6593999862671,11.9817142486572,14.5188779830933,12.6800346374512,20
31.715934735,-1.340993781,4.63618421554565,1.87499928474426,0.963087558746338,0.164990290999413,20
31.724917887,-1.340993781,1.96085226535797,0.867170870304108,0.856693744659424,1.1950558423996,20
31.383558111,-2.445921477,9.14322757720947,9.91604995727539,15.0789031982422,7.75029468536377,20
31.383558111,-2.454904629,26.0065498352051,24.5492725372314,24.4805068969727,23.4728240966797,20
31.392541263,-2.454904629,2.69262456893921,1.80322790145874,4.53719997406006,3.1570942401886,20
31.401524415,-2.454904629,27.3313293457031,39.8532791137695,34.2280044555664,28.084358215332,20
31.383558111,-2.463887781,11.6333866119385,9.71953105926514,9.61419868469238,8.81207084655762,20
31.392541263,-2.463887781,23.775728225708,30.5407257080078,20.8577270507812,25.6902828216553,20
31.401524415,-2.463887781,17.8639488220215,22.9799842834473,26.3960552215576,25.2047424316406,20
31.410507567,-2.463887781,29.6930084228516,36.564868927002,34.5412216186523,36.2726211547852,20
31.419490719,-2.463887781,12.1946086883545,20.3195858001709,17.0652656555176,15.3288488388062,20
31.383558111,-2.472870933,26.710090637207,35.7760429382324,29.0042781829834,28.9904766082764,20
31.392541263,-2.472870933,7.3253378868103,10.3114614486694,9.76552772521973,10.2600402832031,20
31.401524415,-2.472870933,12.90269947052,17.792610168457,14.9033651351929,12.8815746307373,20
31.410507567,-2.472870933,5.20687866210938,7.60343933105469,6.61465215682983,3.9941234588623,20
31.419490719,-2.472870933,9.60828304290771,12.7656841278076,9.91112041473389,10.9554452896118,20
31.428473871,-2.472870933,6.07554912567139,8.742600440979,7.99976110458374,9.84804344177246,20
31.374574959,-2.481854085,0.814983904361725,2.47818183898926,0.814983904361725,1.78175377845764,20
31.383558111,-2.481854085,16.0368366241455,24.4454727172852,17.9483280181885,19.5176429748535,20
31.392541263,-2.481854085,9.17752552032471,12.8162851333618,12.0335340499878,10.3483419418335,20
31.401524415,-2.481854085,17.9583969116211,24.7811489105225,19.7783260345459,20.7835483551025,20
31.410507567,-2.481854085,2.65582942962646,3.61154842376709,2.02289748191833,3.32199120521545,20
31.419490719,-2.481854085,18.3312397003174,22.0265274047852,14.6325597763062,17.8447208404541,20
31.428473871,-2.481854085,17.180757522583,22.9801502227783,16.9409885406494,17.1329212188721,20
31.437457023,-2.481854085,3.26481986045837,4.63325214385986,1.52331900596619,3.62739062309265,20
31.446440175,-2.481854085,11.3821172714233,17.07639503479,11.9041261672974,10.437798500061,20
31.374574959,-2.490837237,9.5339879989624,14.8027238845825,11.3669404983521,12.1138229370117,20
31.383558111,-2.490837237,10.358323097229,16.42209815979,12.8675861358643,13.5715112686157,20
31.392541263,-2.490837237,30.1182308197021,35.6991653442383,30.5802841186523,35.7243576049805,20
31.401524415,-2.490837237,8.19420337677002,14.7220764160156,11.9410800933838,8.07779026031494,20
31.410507567,-2.490837237,5.24471139907837,4.56115961074829,5.74059152603149,6.1476469039917,20
31.419490719,-2.490837237,19.5362148284912,26.2317543029785,16.5226993560791,21.1836357116699,20
31.428473871,-2.490837237,14.6529541015625,20.6421794891357,14.0426158905029,16.2827739715576,20
31.437457023,-2.490837237,2.36862349510193,4.19334745407104,4.11418676376343,4.5291805267334,20
31.446440175,-2.490837237,14.3565292358398,17.423526763916,12.3189077377319,12.8798999786377,20
31.455423327,-2.490837237,21.9615535736084,28.4921245574951,31.6675033569336,28.2773399353027,20
31.365591807,-2.499820389,9.25185966491699,14.1336050033569,17.1600589752197,14.3058319091797,20
31.374574959,-2.499820389,7.68000316619873,15.7299966812134,11.1820335388184,10.7819204330444,20
31.383558111,-2.499820389,15.3802070617676,21.5274238586426,11.1562919616699,16.6506271362305,20
31.392541263,-2.499820389,13.4934597015381,18.3543262481689,10.0453824996948,14.1620845794678,20
31.401524415,-2.499820389,8.23459720611572,12.4619989395142,9.87877178192139,15.2274560928345,20
31.410507567,-2.499820389,12.7067985534668,16.2368583679199,9.84805774688721,11.0284204483032,20
31.419490719,-2.499820389,13.5994253158569,19.1856594085693,13.2752742767334,16.103084564209,20
31.428473871,-2.499820389,0.206359177827835,NA,NA,NA,20
31.437457023,-2.499820389,23.1858978271484,25.6589851379395,18.263298034668,22.397891998291,20
31.446440175,-2.499820389,10.1368045806885,13.9383487701416,9.55282211303711,9.85502910614014,20
31.455423327,-2.499820389,30.8646640777588,32.9268188476562,22.1758785247803,26.4451732635498,20
31.464406479,-2.499820389,20.1966934204102,30.3229217529297,20.9958457946777,27.9429206848145,20
31.365591807,-2.508803541,24.5056190490723,28.4296016693115,21.3129081726074,24.1081409454346,20
31.374574959,-2.508803541,12.828498840332,19.0107555389404,12.708441734314,14.0475788116455,20
31.383558111,-2.508803541,3.2358980178833,5.33302736282349,2.11114239692688,3.76793718338013,20
31.392541263,-2.508803541,13.9644870758057,23.3228569030762,17.3969192504883,18.2105464935303,20
31.401524415,-2.508803541,15.344310760498,20.1398983001709,11.8554487228394,12.5610332489014,20
31.410507567,-2.508803541,17.0921211242676,22.9422931671143,17.9474506378174,21.2753887176514,20
31.419490719,-2.508803541,13.7761659622192,21.3496799468994,14.1512145996094,12.3072528839111,20
31.428473871,-2.508803541,14.704306602478,11.4763069152832,7.36996078491211,12.1526403427124,20
31.437457023,-2.508803541,24.8570079803467,30.864221572876,24.8641414642334,28.896146774292,20
31.446440175,-2.508803541,12.6866540908813,18.4727783203125,15.6710681915283,16.5623970031738,20
31.455423327,-2.508803541,27.679967880249,35.5570678710938,28.7894191741943,35.6034736633301,20
31.464406479,-2.508803541,37.5291595458984,43.3663520812988,35.6592788696289,34.1090927124023,20
31.365591807,-2.517786693,11.8792066574097,14.1506366729736,10.5477323532104,12.3351936340332,20
